id	cups	procedimiento								D	D				D
2581	37406	De cuatro a siete													
2583	37405	De una a tres													
3106	37404	Drenaje piel y/o tejidos celular subcutaneo. incluye: absceso superficial. hematoma. panadizo. cauterizacion o fulguracion en piel (sesion). incluye verrugas y lunares:													
2486	37403	Crioterapia (sesion)													
10329	37402	Tratamiento medico queloide: incluye: infiltraciones y otros													
2541	37401	Curacion de lesion en piel o tejido subcutaneo sod.													
2654	37400	Derivacion lumbar externa sod													
10317	37305	Tratamiento esguince interfalangico (tres o mas)													
10318	37304	Tratamiento esguince interfalangico (una a dos)													
10319	37303	Tratamiento esguince metacarpofalangico (tres o mas)													
10320	37302	Tratamiento esguince metacarpofalangico (una a dos)													
2655	37301	Derivacion lumbo peritoneal													
10127	37209	Torax y/o pelvis													
6595	37208	Muslo y/o pierna													
1344	37207	Cambio de Yesos Hombro, MMSS o tobillo													
5676	37206	Inmovilizacion miembro superior o inferior total o parcial													
5675	37205	Inmovilizacion coccix por luxacion													
5441	37203	Infiltracion intra articular. bolsa sinovial. ligamentosa. neuroma o de punto muscular doloroso													
10321	37202	Tratamiento esguinces													
736	37201	Artrocentesis													
2669	37200	Derivacion siringo subdural espinal sod													
9745	37109	Taponamiento vaginal													
5738	37108	Insercion o retiro de dispositivo intrauterino de cualquier tipo													
1921	37107	Colpocentesis													
6570	37106	Monitoria fetal intraparto. durante todo el trabajo de parto													
6568	37105	Monitoria fetal anteparto. sesion													
2886	37104	Dilatacion instrumental o manual de la vagina. sesion													
2482	37103	Criocirugia de cervix													
4122	37102	Extirpacion polipo pediculado sesil (cuello uterino)													
1499	37101	Cauterizacion de cervix													
2667	37100	Derivacion siringo peritoneal espinal sod													
619	36912	Aplicacion de sellantes fotocurado por persona													
614	36911	Aplicacion de sellantes autocurado por persona													
618	36910	Aplicacion de sellantes fotocurado por cuadrante													
644	36909	Aplicacion sellantes autocurado por cuadrante													
617	36908	Aplicacion de sellantes de fotocurado en fosetas y fisuras (cada diente)													
612	36907	Aplicacion de sellante de autocurado en fosetas y fisuras (cada diente)													
9900	36906	Terapia de mantenimiento. sesion													
645	36905	Aplicacion topica de fluor uros. en adultos													
646	36904	Aplicacion topica seriada de fluor uros. ninos													
3239	36903	Educacion en salud oral y control de riesgo													
2149	36902	Control de placa y de cepillado													
2150	36901	Control de placa. clasificacion de riesgo e instruccion de higiene oral													
9020	36806	Resina preventiva presellante													
4647	36805	Frenectomia o freniectomia													
3974	36804	Exodoncia diente temporal													
10305	36803	Tratamiento de conductos dientes temporales													
2198	36802	Corona en policarbonato o forma plastica													
2197	36801	Corona en acero inoxidable													
7416	36710	Prescripcion y controles para reparacion de protesis													
7272	36709	Placa neuro miorrelajante. previo estudio del caso													
10481	36708	Unidad puente fijo tipo maryland													
7273	36707	Placa obturadora para pacientes con secuela de labio y paladar hendido													
6770	36706	Nucleos metalicos													
4497	36705	Ferulas coladas (superior o inferior)													
4496	36704	Ferulas acrilicas (superior o inferior)													
7526	36703	Protesis fija cada unidad (soportes y ponticos)													
7527	36702	Protesis removible (superior o inferior)													
7528	36701	Protesis total 1/2 caso (superior o inferior)													
8586	36616	Reseccion de capuchon pericoronario													
8304	36614	Reimplante o trasplante de diente													
10334	36613	Tratamiento quirurgico hemorragia post exodoncia o por alveolitis													
4528	36611	Fijaciones temporales (cada cuadrante)													
5584	36610	Injerto aloplastico ceramico (cada diente)													
5630	36609	Injerto oseo autogeno por diente													
350	36608	Amputacion radicular con hemiseccion													
8272	36607	Regularizacion de rebordes (cada arcada)													
581	36606	Apicectomia de dientes multirradiculares. incluye el relleno radicular													
582	36605	Apicectomia de dientes unirradiculares													
3975	36604	Exodoncia multirradicular (via abierta). con radiografia previa y de control													
3982	36603	Exodoncia unirradicular (via abierta). con radiografia previa y de control													
3980	36602	Exodoncia simple de multirradiculares													
3981	36601	Exodoncia simple de unirradiculares													
7532	36516	Protractor													
6335	36515	Mascara facial. como tratamiento													
8321	36514	Rejilla fina para control de habitos													
2124	36513	Control de crecimiento y desarrollo. sesion													
2161	36511	Control mensual													
7275	36510	Plano inclinado													
571	36509	Aparatos craneo maxilares como tratamiento unico													
6913	36508	Ortodoncia correctiva (cada arcada)													
6430	36507	Mentonera como tratamiento unico													
4374	36506	Extraccion seriada. previo estudio del caso													
666	36505	Arco lingual y boton de nance													
6315	36504	Mantenedor fijo de espacio													
7271	36503	Placa con tornillo de expansion													
7274	36502	Placa removible con accesorios													
3947	36501	Examen y estudio del caso (comprende: registros. cefalometria y estudio de fotos)													
10307	36403	Tratamiento de conductos en dientes multirradiculares con radiografia previa y de control													
10306	36402	Tratamiento de conductos en dientes birradiculares con radiografia previa y de control													
10308	36401	Tratamiento de conductos en dientes unirradiculares con radiografia previa y de control													
588	36369	Aplicacion antisarampion													
2820	36309	Detartraje supragingival por persona													
2551	36308	Curetaje y/o alisado radicular campo abierto (cada diente)													
2552	36307	Curetaje y/o alisado radicular campo cerrado (cada diente)													
4827	36306	Gingivectomia (cada diente)													
4829	36305	Gingivoplastia (cada diente)													
5625	36304	Injerto gingival (cada diente)													
2816	36303	Detartraje (por cuadrante)													
9730	36301	Tallado selectivo. por arcada (sin estudio de oclusion y atm)													
6795	36211	Obturacion temporal													
7853	36210	Reconstruccion tercio incisal con resina de fotocurado													
7777	36209	Reconstruccion de angulo incisal con resina de fotocurado													
1874	36208	Colocacion de pin milimetrico													
2196	36207	Corona acrilica para dientes anteriores													
6787	36206	Obturacion definitiva de una superficie adicional en ionomero de vidrio													
6788	36205	Obturacion definitiva de una superficie en ionomero de vidrio													
6783	36204	Obturacion de superficie adicional en resina de fotocurado													
6786	36203	Obturacion de una superficie en resina de fotocurado													
6784	36202	Obturacion de una superficie adicional en amalgama de plata o resina compuesta de autocurado													
6785	36201	Obturacion de una superficie en amalgama de plata o resina compuesta de autocurado													
3866	36111	Estudio de oclusion y atm													
3948	36110	Examen y estudio para cirugia ortognatica comprende: registros. cefalometria estudio de fotos													
4631	36109	Fotografia clinica extraoral en blanco y negro. frontal o lateral													
5407	36108	Impresion de arco dentario superior o inferior. con modelo de estudio y concepto													
7745	36105	Radiografias intraorales (perfil de cara con cefalostato)													
7744	36104	Radiografias intraorales (oclusales)													
7746	36103	Radiografias intraorales (periapicales y/o coronales)													
2105	36102	Consulta de urgencias (para solucion de problemas agudos. dolorosos. hemorragicos. traumaticos o infecciosos)													
5781	36101	Interconsulta por odontologia general													
2111	36100	Consulta especializada													
8459	35500	Reparacion quirurgica de fistula espinal de liquido cefalorraquideo ncoc													
3749	35402	Esquirlectomia con plastia o injerto de meninge espinal													
7315	35401	Plastia o injerto de meninge espinal													
2216	35202	Correccion de anomalias de medula espinal en union craneocervical por craniectomia suboccipital con laminectomia c1-c2 y duroplastia													
2215	35201	Correccion de anomalias de medula espinal en union craneocervical por craniectomia suboccipital con duroplastia													
9902	35116	Terapia electroconvulsiva. sesion (sin anestesia ni relajante)													
3539	35115	Escala infantil de inteligencia therman													
3538	35114	Escala de weschler para ninos y adultos													
7573	35113	Pruebas de percepcion tematica (cat o tac)													
5836	35112	Inventario de personalidad (mmpi)													
9941	35111	Test de rorschach													
3946	35110	Examen psicopedagogico													
7579	35109	Psicoterapia de familia. sesion													
1624	35108	Cierre o ligadura de comunicacion persistente entre piel y medula espinal [seno dermico]													
2284	35107	Correccion de malformaciones de medula espinal. con reseccion de cele. duroplastia y plastia de piel													
2285	35106	Correccion de malformaciones de medula espinal. con seccion de filum terminalis													
2279	35105	Correccion de malformaciones de medula espinal. con reseccion de tabique oseo													
2281	35104	Correccion de malformaciones de medula espinal. con fusion osea e injerto autologo o heterologo													
2280	35103	Correccion de malformaciones de medula espinal. con descompresion via anterior													
2283	35102	Correccion de malformaciones de medula espinal. con mielotomia posterior													
2282	35101	Correccion de malformaciones de medula espinal. con instrumentacion via posterior													
8800	34402	Reseccion de tumores intradurales intramedulares. por via posterior													
8799	34401	Reseccion de tumores intradurales intramedulares. por via anterior													
8794	34305	Reseccion de tumores intradurales extramedulares via anterior													
8795	34304	Reseccion de tumores intradurales extramedulares via posterior o postero lateral													
8798	34303	Reseccion de tumores intradurales extramedulares. via posterior. por laminectomia y foraminectomia													
8797	34302	Reseccion de tumores intradurales extramedulares. via posterior. con laminoplastia y/o duroplastia													
8796	34301	Reseccion de tumores intradurales extramedulares via posterior. por laminectomia bilateral													
8788	34206	Reseccion de tumores extradurales (epidurales) con instrumentacion via anterior y/o posterior													
8790	34205	Reseccion de tumores extradurales (epidurales) via anterior. con corpectomia. artrodesis e instrumentacion													
8789	34204	Reseccion de tumores extradurales (epidurales) via anterior. con corpectomia y artrodesis													
8793	34203	Reseccion de tumores extradurales (epidurales) via posterior. con sacrectomia total o parcial													
8792	34202	Reseccion de tumores extradurales (epidurales) via posterior. con laminoplastia													
8791	34201	Reseccion de tumores extradurales (epidurales) via posterior. con laminectomia bilateral													
10327	34105	Tratamiento inmunoterapeutico completo (hipo-sensibilizacion). de alergia en mayores de 6 anos por picadura de pulga													
10328	34104	Tratamiento inmunoterapeutico completo (hipo-sensibilizacion). de alergia en menores de 6 anos por picadura de pulga													
8787	34103	Reseccion de tumores del foramen magno. por via transoral													
8786	34102	Reseccion de tumores del foramen magno. por via transcondilea													
8785	34101	Reseccion de tumores del foramen magno. por craneotomia de fosa posterior y escision de arco posterior de atlas													
7357	33602	Poliquimioterapia (ciclo completo de tratamiento) cualquier esquema de protocolo													
6576	33601	Monoquimioterapia (ciclo completo de tratamiento)													
7643	33600	Quimioterapia intratecal													
9986	33503	Tipo iii tratamientos exclusivos. campos multiples													
9981	33502	Tipo ii tratamientos exclusivos. campo unico													
9978	33501	Tipo i tratamientos combinados o dosis de refuerzo													
9991	33406	Tipo vi exclusiva. volumetrica													
9990	33405	Tipo v exclusiva. biplanar													
9989	33404	Tipo iv exclusiva planar simple													
9983	33403	Tipo iii combinada. volumetrica													
9979	33402	Tipo ii combinada. biplanar													
9976	33401	Tipo i combinada. planar simple													
9988	33304	Tipo iv exclusiva dos tiempos													
9984	33303	Tipo iii exclusiva un tiempo													
9980	33302	Tipo ii combinada. dos tiempos													
9977	33301	Tipo i combinada. un tiempo													
1068	33202	Biopsia abierta de tumores del foramen magno. via lateral													
1176	33201	Biopsia de tumores intradurales (intramedulares y extramedulares) cervicales. toracicos. lumbosacros o coccigeos													
1144	33200	Biopsia de medula espinal o meninges espinales ncoc													
9974	33105	Tipo especial entidades benignas													
9987	33104	Tipo iv cara. cuello y mediastino													
9985	33103	Tipo iii profilaxis de encefalo y raquis													
9982	33102	Tipo ii unilateral en cara y cuello													
9975	33101	Tipo i campo unico en: encefalo. cara. tronco. pelvis/perine. extremidades. cuello o axila/axilo supraclavicular													
7610	33100	Puncion lumbar ncoc													
6515	32401	Mielotomia abierta													
6055	32302	Lesion de tractos de entrada de raices posteriores [drez] con laser													
6056	32301	Lesion de tractos de entrada de raices posteriores [drez]. por radiofrecuencia													
2189	32200	Cordotomia abierta sod													
2000	32119	Consejeria genetica													
3868	32118	Estudio de penetracion de espermatozoides en oocitos desnudos de hamster (incluye: preparacion de los espermatozoides del paciente en caso de proceder a inseminacion artificial)													
2834	32117	Diagnostico molecular de enfermedades													
9934	32116	Test de cromatina													
5218	32115	Hibridizacion in situ con fluor escencia													
3849	32114	Estudio de cromosomas en cultivo de fibroblastos													
1443	32113	Cariotipo en liquido amniotico													
1444	32112	Cariotipo en vellosidades corionicas													
1451	32111	Cariotipo para intercambio de cromatides hermanas													
1440	32110	Cariotipo con bandeo r de restos ovulares													
1436	32109	Cariotipo con bandeo g de restos ovulares													
1447	32108	Cariotipo para cromosoma philadelphia													
1449	32107	Cariotipo para estados leucemicos													
1448	32106	Cariotipo para cromosoma x fragil													
1434	32103	Cariotipo con bandeo c o q													
1439	32102	Cariotipo con bandeo r de alta resolucion													
1435	32101	Cariotipo con bandeo g de alta resolucion													
2190	32100	Cordotomia percutanea sod													
3945	31307	Examen para magnetico (gadolinio dtpa)													
438	31306	Angiografia por resonancia magnetica													
9341	31305	Segmento adicional de columna vertebral													
3934	31304	Examen de control en las regiones anteriores. por la misma causa que origino el examen inicial y en un lapso no mayor a seis (6) meses													
2430	31303	Craneo (base de craneo. orbitas. cerebro. silla turca). columna. cervical. columna toracica. columna lumbosacra. torax (corazon. grandes vasos. mediastino y pulmones). abdomen y pelvis. sistema musculo esqueletico													
1957	31302	Comparativas de las articulaciones anteriores													
732	31301	Articulaciones: pie y cuello del pie. rodilla. cadera. codo. hombro. temporo mandibular													
3848	31221	Estudio de control de trasplantes													
3867	31220	Estudio de otros organos trasplantados													
3878	31219	Estudio de rinon trasplantado con analisis doppler													
3855	31218	Estudio de impotencia													
3943	31217	Examen obstetrico con evaluacion de circulacion placentaria													
4590	31216	Fonoangiografia carotidea													
2957	31215	Doppler con analisis espectral. carotidas. arterias vertebrales. arterial o venoso de mmii. aorta abdominal y arterias iliacas. o de venas cava inferior e iliacas.													
2958	31214	Doppler con analisis espectral. periorbitario. arterial o venoso de mmss. aorta abdominal y arterias iliacas. venas cava inferior e iliacas. arterial o de venas profundas de mmii. circulacion peneana. circulacion venosa o arterial escrotal.													
2959	31213	Doppler continuo bidireccional para mapeo arterial													
2961	31212	Doppler continuo bidireccional. digital													
2960	31211	Doppler continuo bidireccional. carotidas. arterias vertebrales. arterial o venoso de mmii													
2962	31210	Doppler continuo bidireccional. periorbitario. arterial o venoso de mmss aorta abdominal y arterias iliacas. venas cava inferior e iliacas. arterial o de venas profundas de mmii. circulacion peneana. circulacion venosa o arterial escrotal.													
7324	31209	Pletismografia de pies y gruesos artejos													
7325	31208	Pletismografia de tiempo recuperacion de llenado venoso mmii													
7322	31207	Pletismografia arterial peneana													
7321	31206	Pletismografia arterial digital													
4633	31205	Fotopletismografia arterial o venosa													
7332	31204	Pletismografia venosa o arterial de mmss o mmii en reposo y post ejercicio													
7331	31203	Pletismografia venosa o arterial de mmss o mmii													
6838	31202	Oculopletismografia													
5352	31201	Imagen y doppler pulsado espectral (duplex scanning). de: arterias carotidas. arterias vertebrales. arterias axilares y humerales. aorta abdominal. tronco celiaco. arterias iliacas. arterias renales. arterias mesentericas. arterias femorales y poplitea. a													
2657	31125	Derivacion o drenaje													
1214	31124	Biopsia percutanea. puncion. aspiracion: (procedimiento completo)													
10230	31123	Transrectal													
4401	31122	Extremidades. articular. cadera pediatrica. hombro o rodilla													
7220	31121	Pericardio. pleura o torax													
9571	31118	Sonomamografia o ultrasonido de seno. con transductor de alta frecuencia													
2899	31117	Dinamica modo b. ocular y contenido orbitario													
1530	31116	Cerebral (ecografia transfontanelar)													
7200	31115	Perfil biofisico													
2145	31114	Control de ovulacion con eco vaginal													
2146	31113	Control de ovulacion con ecografia transabdominal													
10012	31112	Tiroides. glandulas salivares. testiculo. pene. tejidos blandos. pared abdominal u ojo													
10668	31111	Vascular testicular (varicocele. torcion). con analisis doppler													
10729	31110	Vias urinarias (rinones. vejiga y prostata transbdominal)													
10	31109	Abdomen total. incluye: higado. pancreas. vesicula. vias biliares. rinones. bazo. grandes vasos. pelvis y flancos													
9151	31108	Rinones. bazo. aorta o adrenales													
5252	31107	Higado. vias biliares. pancreas y vesicula													
6332	31106	Masas abdominales y de retroperitoneo													
8	31105	Abdomen superior. incluye: higado. pancreas. vias biliares. rinones. bazo y grandes vasos													
7187	31104	Pelvica con evaluacion doppler													
6781	31103	Obstetrica con evaluacion de circulacion placentaria y fetal. con doppler													
10628	31102	Vaginal para diagnostico ginecologico u obstetrico													
4826	31101	Ginecologica o pelvica													
6780	31100	Obstetrica													
3056	30402	Drenaje de coleccion epidural por laminectomia													
3057	30401	Drenaje de coleccion epidural por laminotomia (unica o multiple)													
4034	30300	Exploracion y descompresion de raiz de nervio espinal solo ncoc													
4035	30207	Exploracion y descompresion del canal raquideo (excepto segmento cervical) y raices espinales por. por foraminotomia posterior espinal solo													
3950	30206	Exanguineo  transfusion o plasmaferesis (derechos de sala)													
3951	30205	Exanguineo  transfusion o plasmaferesis (honorarios)													
601	30204	Aplicacion de globulos rojos o sangre en el domicilio paciente													
602	30203	Aplicacion de globulos rojos o sangre en paciente ambulatorio													
603	30202	Aplicacion de globulos rojos o sangre en paciente hospitalizado													
598	30201	Aplicacion de crioprecipitados plaquetas o plasma													
1970	30112	Concentrado de leucocitos													
10478	30111	Unidad de globulos rojos lavados													
984	30108	Autotransfusion													
7278	30107	Plasmaferesis leucoferesis plaquetaferesis o eritroferesis													
10480	30106	Unidad de sangre total													
10479	30105	Unidad de sangre pobre en leucocitos													
10477	30104	Unidad de globulos rojos													
4206	30103	Extraccion de cuerpo extrano del canal raquideo por laminotomia													
4204	30102	Extraccion de cuerpo extrano del canal raquideo por hemilaminectomia													
4205	30101	Extraccion de cuerpo extrano del canal raquideo por laminectomia													
9915	29121	Terapia grupal de medicina fisica y rehabilitacion													
3380	29120	Electromiografia laringea													
9932	29119	Test con tensilon													
5581	29118	Inhaloterapia. sesion (nebulizador ultrasonico o presion positiva intermitente)													
9925	29117	Terapia respiratoria: higiene bronquial (espirometro incentivo. percusion. drenaje y ejercicios respiratorios). sesion													
3765	29116	Estimulacion temprana. sesion													
9921	29115	Terapia para rehabilitacion cardiaca. sesion													
9901	29114	Terapia del lenguaje. sesion													
9920	29113	Terapia ocupacional. sesion													
9908	29112	Terapia fisica. sesion													
4485	29111	Fenolizaciones o neurolisis de punto motor o nervio periferico													
3763	29110	Estimulacion electrica transcutanea													
1044	29109	Bio feed back													
9937	29108	Test de fibra unica													
7397	29107	Potenciales evocados (visual. auditivo o somatosensorial)													
8255	29106	Reflejo h. f o palpebral													
8256	29105	Reflejo trigemino facial													
9939	29104	Test de lambert													
6680	29103	Neuroconduccion bilateral													
6678	29102	Neuroconduccion (cada nervio)													
3374	29101	Electromiografia (cada extremidad)													
5626	28601	Injerto intracerebral de tejido suprarrenal													
4191	28500	Extraccion de compas o de halo traccion craneal ncoc													
1881	28400	Colocacion de tractor cefalico o de halo chaleco ncoc													
5722	28305	Insercion de rejilla subdural													
5387	28303	Implantacion parenquimatosa del electrodo de neuroestimulacion intracraneal													
1883	28302	Colocacion epidural del electrodo de neuroestimulacion intracraneal													
5378	28301	Implantacion de neuroestimulador por craneotomia guiada por estereotaxia													
5372	28203	Implantacion de dispositivo intracerebral (electrodos. trasductores de pic)													
5371	28202	Implantacion de dispositivo extradural													
4622	28136	Fotocoagulacion de conjuntiva con laser													
7119	28135	Panfotocoagulacion de retina. con laser de argon o kripton													
4626	28134	Fotocoagulacion. con laser de argon o kripton													
4621	28133	Fotocoagulacion con yag laser (capsulotomia. iridectomia ruptura de bandas)													
3019	28132	Drenaje chalazion													
3004	28131	Drenaje absceso palpebral													
1349	28130	Campo visual computarizado (bilateral)													
4629	28129	Fotografia a color de segmento posterior (unilateral)													
5784	28128	Interferometria (bilateral)													
5785	28127	Interferometria (unilateral)													
3384	28126	Electrooculograma (bilateral)													
3386	28124	Electrorretinografia (bilateral)													
1045	28123	Biometria ocular (unilateral)													
7144	28122	Paquimetria (unilateral)													
1036	28120	Betaterapia  sesion													
7868	28119	Recuento de celulas endoteliales													
10110	28118	Topografia corneal computarizada. unilateral													
3929	28117	Evaluacion y tratamiento pleoptico (sesion)													
3928	28116	Evaluacion y tratamiento ortoptico (sesion)													
3924	28115	Evaluacion ortoptica													
3944	28114	Examen optometrico													
4183	28113	Extraccion cuerpo extrano superficial de esclerotica													
4182	28112	Extraccion cuerpo extrano superficial de cornea													
2988	28111	Drenaje absceso cornea													
5870	28110	Inyeccion sub conjuntival													
2549	28109	Curetaje de la conjuntiva o cornea													
4149	28108	Extraccion cuerpo extrano de la conjuntiva													
3372	28107	Electrolisis de pestanas													
1504	28106	Cauterizacion de puntos lagrimales													
9570	28105	Sondeo vias lagrimales (minimo 3. sesiones). incluye: estricturotomia													
1348	28104	Campo visual central y periferico bilateral													
10087	28103	Tomografia con pruebas provocativas													
433	28102	Angiofluor esceinografia unilateral. con fotografias a color de segmento posterior													
10448	28101	Ultrasonografia													
9452	27131	Sialometria													
3353	27130	Electrocoagulacion de mucosa nasal													
3356	27129	Electrococleografia													
2483	27128	Criocoagulacion de cornetes													
7577	27127	Pruebas vestibulares caloricas y/o termicas													
5440	27126	Infiltracion de cornetes													
2544	27125	Curacion nariz o senos paranasales													
3381	27124	Electronistagmografia													
3006	27123	Drenaje absceso periamigdalino													
9743	27122	Taponamiento nasal posterior													
9742	27121	Taponamiento nasal anterior													
4179	27120	Extraccion cuerpo extrano nariz													
4142	27119	Extraccion cuerpo extrano conducto auditivo externo. sin incision													
3014	27118	Drenaje absceso simple o hematoma de oido externo													
10642	27117	Valoracion electrica de nervio facial (prueba de hilger)													
2542	27116	Curacion de oido (bajo microscopio)													
5996	27115	Lavado de oidos													
9148	27114	Rinomanometria													
126	27113	Acufenometria (inhibicion residual)													
7461	27112	Proetz (desplazamiento) c/u													
6623	27111	Nebulizaciones c/u													
5357	27110	Impedanciometria													
7612	27109	Puncion seno maxilar													
128	27108	Adaptacion de audifono													
3897	27107	Estudio vestibular con foto electronistagmografia													
7571	27106	Pruebas de fatiga (tone decay. etc.) c/u													
7574	27105	Pruebas de reclutamiento (sisi tdt) c/u													
970	27104	Audiometria de tallo cerebral													
976	27103	Audiometria verbal (logoaudiometria)													
975	27102	Audiometria tonal													
969	27101	Audiometria de bekesy													
9761	26117	Telemetria (hora de examen)													
3358	26116	Electrocorticografia													
3893	26115	Estudio polisomnografico													
1261	26114	Bloqueo plejo celiaco													
1254	26113	Bloqueo nervio frenico													
1258	26112	Bloqueo para cervical													
1266	26111	Bloqueo union mononeural													
1260	26110	Bloqueo plejo braquial													
1263	26109	Bloqueo regional continuo													
1257	26108	Bloqueo nervio vago													
1264	26107	Bloqueo seno carotideo													
1256	26106	Bloqueo nervio simpatico													
1255	26105	Bloqueo nervio periferico													
7609	26104	Puncion lumbar													
7398	26103	Potenciales evocados (visual. auditivo o somato-somato sensorial)													
3363	26102	Electroencefalograma con electrodos nasofaringeos													
3361	26101	Electroencefalograma													
7395	25151	Potenciales ekg y/o electrocardiografia de alta resolucion													
3195	25150	Ecocardiografia de stress farmacologico													
1564	25149	Cierre de cia por dispositivo de sombrilla													
1569	25148	Cierre de ductus por dispositivo de sombrilla													
3762	25147	Estimulacion auricular													
3919	25146	Evaluacion conduccion av													
3922	25145	Evaluacion funcional sinusal													
6318	25144	Mapeo intracoronario con estudio post operatorio													
3870	25143	Estudio de potenciales tardios													
6564	25142	Monitoreo de presion arterial por 24 horas. en paciente ambulatorio													
3196	25141	Ecocardiograma de ejercicio (2 modo m. bidimensional y doppler. mas prueba ergometrica)													
8488	25140	Reprogramacion de marcapaso													
4177	25139	Extraccion cuerpo extrano intravascular													
1863	25138	Colocacion cateter de swan ganz													
1432	25137	Cardioversion electrica de paciente en tratamiento no quirurgico													
22	25136	Ablacion por cateter de focos arritmogenicos (sin cateterismo)													
5380	25135	Implantacion de stent intracoronario													
5379	25134	Implantacion de stent en arteria periferica													
959	25133	Aterectomia con cateter													
5370	25132	Implantacion de dispositivo en vena cava inferior													
10405	25130	Trombolisis intracoronaria													
10655	25129	Valvuloplastia con balon													
465	25128	Angioplastia periferica (incluye: arteriografia post angioplastia)													
444	25127	Angioplastia coronaria (incluye: colocacion marcapaso y coronariografia post angioplastia inmediata)													
3346	25126	Electrocardiografia dinamica de 24 horas (holter)													
5374	25125	Implantacion de marcapaso definitivo con electrodo venoso													
5375	25124	Implantacion de marcapaso transitorio													
702	25123	Arteriografia periferica													
686	25122	Arteriografia abdominal													
717	25121	Arteriografia renal													
721	25120	Arteriografia selectiva no coronaria													
980	25119	Auriculograma izquierdo y/o arteriografia pulmonar (incluye cateterismo derecho)													
2200	25118	Coronariografia + cateterismo derecho													
2199	25117	Coronariografia (incluye: cateterismo izquierdo. ventriculografia)													
1486	25116	Cateterismo transeptal + cateterismo izquierdo y derecho													
1483	25115	Cateterismo izquierdo y derecho. con o sin angiografia													
1484	25114	Cateterismo izquierdo. con o sin angiografia													
1482	25113	Cateterismo derecho. con o sin angiografia													
10673	25112	Vectocardiograma													
3206	25111	Ecocardiograma transesofagico													
3205	25110	Ecocardiograma modo m. bidimensional y doppler color intraoperatorio													
3204	25109	Ecocardiograma modo m. bidimensional y doppler color													
3203	25108	Ecocardiograma modo m. bidimensional y doppler													
3199	25107	Ecocardiograma modo m y bidimensional													
3198	25106	Ecocardiograma modo m													
4591	25105	Fonocardiograma y pulsos													
7562	25104	Prueba ergometrica o test de ejercicio													
7221	25103	Pericardiocentesis													
3347	25102	Electrocardiograma													
3888	25101	Estudio electrofisiologico convencional (no incluye cateterismo)													
3889	25100	Estudio electrofisiologico transesofagico													
5389	25000	Implante de cateter (intraventricular. intracistico) con reservorio subcutaneo. ncoc													
7126	24879	PAÑALES DESECHABLES ETAPA 5													
9070	24301	Retiro de derivacion													
8242	24202	Reemplazo total de derivacion													
8222	24201	Reemplazo parcial de derivacion													
7089	24126	Oximetria de pulso													
9296	24125	Saturacion percutanea de co2													
9935	24124	Test de ejercicio pulmonar													
2557	24123	Curva de hiperoxia (5 muestras de arteriales con oxigeno al 100%)													
7611	24122	Puncion pleural													
4789	24121	Gases alveolares (gases arteriales. cocientes respiratorios. calculo espacios muertos en reposo y en esfuerzo y calculo consumo de oxigeno)													
1339	24120	Calculo de consumo de oxigeno													
3531	24119	Ergoespirometria completa. (mv.bf.fco2. rq. hr. vo2. vco2. fo2. vo2/hr. vo2/kg. met. eqo2)													
2919	24118	Distensibilidad pulmonar													
9023	24117	Resistencia total de vias aereas													
6390	24116	Mecanica respiratoria. pletismografia inductiva torax y abdomen. fuerza y resistencia de musculo respiratorio													
4792	24115	Gases arteriales y venosos mixtos. determinacion de contenidos. d (a v) 02. extraccion periferica y aporte de o2													
6404	24114	Medicion presion inspiratoria y respiratoria maxima													
9053	24113	Respuesta ventilatoria a la hipoxia. hiperoxia e hipercapnia													
9933	24112	Test de broncomotricidad													
3890	24111	Estudio fisiologico del sueno													
2555	24110	Curva de flujo de volumen pre y post-broncodilatadores													
2554	24109	Curva de flujo de volumen													
10769	24108	Volumen de cierre													
3738	24107	Espirometria simple mas difusion de monoxido de carbono y gasimetria arterial													
4793	24106	Gasimetria arterial (cada muestra)													
3737	24105	Espirometria simple mas difusion de monoxido de carbono													
3739	24104	Espirometria simple mas volumen respiratorio y capacidad pulmonar total (incluye: radiografia de torax ap y lat)													
3736	24103	Espirometria simple mas capacidad residual funcional													
3740	24102	Espirometria simple y con broncodilatadores													
3735	24101	Espirometria simple													
5893	24100	Irrigacion de derivacion ventricular sod													
2673	23501	Derivacion ventricular al aparato urinario ncoc													
2643	23402	Derivacion cisto peritoneal [quiste ventricular a peritoneo]													
10718	23401	Ventriculoperitoneostomia													
2678	23201	Derivacion ventriculoatrial													
2894	23121	Dilatacion uretral (sesion)													
6311	23120	Manometria pielica													
6246	23119	Litotricia extracorporea para calculos simples (pielico. calicial y ureteral unico) costo atencion integral													
6245	23118	Litotricia extracorporea para calculos complejos (coraliformes) costo atencion integral													
5746	23117	Instilacion vesical													
1489	23116	Cateterismo vesical													
904	23115	Aspiracion vesical suprapubica													
7203	23114	Perfil de presion uretral con test de denervacion uretral													
3883	23112	Estudio de urodinamia con test de diazepan													
3882	23111	Estudio de urodinamia con test de betanecol													
3884	23110	Estudio de urodinamia con test de fentolamina													
3885	23109	Estudio de urodinamia standard (uroflujometria. electromiografia esfinteriana y cistometria)													
7201	23108	Perfil de presion uretral													
3660	23107	Esfinteromanometria													
1342	23105	Cambio de cateter urinario													
10574	23104	Uroflujometria													
1694	23103	Cistometria													
3788	23102	Estudio completo de impotencia (incluye: falodinamia y estudio vascular)													
1696	23101	Cistometrograma													
4757	22902	Gamagrafia para deteccion de galio 67													
